Producto_A,Codigo_A,Producto_B,Codigo_B,Soporte_Conjunto_%,Confianza_%,Lift,Soporte_A_%,Soporte_B_%
NUES MOSCADA ENTERA,7441094102226,GUARO CACIQUE 1000ML,762288000010,0.0,7.14,0.61,0.05,0.09
LECHE CORONADO 1 L 2 % z,7441013599083,CIELO LIMON PET NO RETORNABLE 670 ML 15,7445072010558,0.0,3.7,0.61,0.09,0.05
IMPERIAL LITRO,764009014412,CAFE PURO SAN ISIDRO 200 GS,7441042100601,0.01,2.47,0.61,0.26,0.03
FRESAS EN BANDEJA,522,OREGANO  MOLIDO,7441094102523,0.0,3.7,0.61,0.09,0.05
ZIBAS PAPA CREMA ESPECIES 26 GS,750894611805,CHOCOLATE JOCKEY ARROZ 45 GS,7441001634949,0.0,2.22,0.61,0.15,0.03
LECHE CORONADO 1 L 2 % z,7441013599083,CIELO TORONJA PET NO RETORNABLE 670 ML 15,7445072010541,0.0,3.7,0.61,0.09,0.05
TOSTY MIX TOSTY 100G,7441000712686,FRESAS EN BANDEJA,522,0.0,6.67,0.61,0.05,0.09
ZIBAS PAPA CREMA ESPECIES 26 GS,750894611805,COMINO MOLIDO,7441094102424,0.01,6.67,0.61,0.15,0.09
GALLETA SODA ESPECIEZ POZUELO,86581001278,PAPRIKA,7441094102479,0.0,3.7,0.61,0.09,0.05
PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,SALSA BANQUETE TOMATE 200 G.,735051007110,0.0,3.45,0.61,0.09,0.05
BOMBILLO SYLVANIA 15 W.,7702048276340,SALSA LIZANO PLASTICA 280ML,747627005116,0.0,6.67,0.61,0.05,0.09
yummipop queso 30 g,750894611645,GOMA SANDIA 90 GS,7569710051137,0.0,2.22,0.61,0.15,0.03
ZORRITONE BARRA,765446140030,AZUCAR DOÑA MARIA PORCI 5G/100,7441042699648,0.0,2.22,0.61,0.15,0.03
yummipop queso 30 g,750894611645,ANGELITO FRESA,7441004100120,0.0,2.22,0.61,0.15,0.03
DULCE TAPA GDE,7443008410014,FABULOSO LAVANDA 750 ML,99176132431,0.0,3.45,0.61,0.09,0.05
JUGO  DISFRUTA FRUTAS MIXTAS 946 ML,7441001615535,MORTADELA CON CHILE DULCE 125,7441008931928,0.01,14.29,0.61,0.05,0.19
Salchicha de pavo,7441008943167,TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,0.0,11.11,0.61,0.03,0.15
Popi quseo cheddar 85g,7441001020070,GALLETA CUETARA CREMA SUR PT12,755111180607,0.0,3.45,0.61,0.09,0.05
ROMA CARACOL PEQ 250G,731701001279,ATUN PRONTO VEGETALES 140 G,731701014477,0.01,7.69,0.61,0.13,0.1
MANZANA ROJA GRANDE 88,552,HONGOS TOÑOS 425GRS,796500002476,0.0,2.22,0.61,0.15,0.03
MANZANA ROJA GRANDE 88,552,ATOMIZADOR (88-82),8998510880828,0.0,2.22,0.61,0.15,0.03
yummipop queso 30 g,750894611645,CHILES JALAPEÑOS CERVANTÑOS 160 GS,7448304282587,0.0,2.22,0.61,0.15,0.03
FRIJOLES ROJOS MR MAXIMO 400G Z,7441057501417,MARGARI NUMAR SUAV TAZA 250G,751963120303,0.01,9.09,0.61,0.07,0.12
MANZANA ROJA GRANDE 88,552,BOLSA BAGGY MEDIANA,806246110035,0.0,2.22,0.61,0.15,0.03
HELADO CHOCO CHIPS 1/4 G D.P.,7441001609633,yummipop queso 30 g,750894611645,0.0,11.11,0.61,0.03,0.15
PAPAS PARA FREIR 500G,53,MAYONESA BANQUETE LIMON 200GRS,735051003976,0.01,1.72,0.61,0.38,0.02
CAFE REY ROJO  125GRS,748366123499,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.02,7.14,0.61,0.23,0.09
NATILLA CASERA DEL PRADO 300 GS C/SAL,7441014710937,MARLBORO EXOTICO SPLASH,7441002811035,0.0,7.14,0.61,0.05,0.09
lactocrema taza 210 g,7441001631269,silicon lindo violeta 240 ml,7441024800215,0.0,3.23,0.61,0.1,0.04
TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,BOLSA PLASTICA TRANSPARENTE 7X11-8X14,55,0.0,2.22,0.61,0.15,0.03
goma tubo frutas docile,7896451911575,COMINO MOLIDO,7441094102424,0.0,6.67,0.61,0.05,0.09
PALILLOY-ROSQUILLAS CHAVES,7441020016221,DESOD REXONA ROLL BAMBU MUJER,78924222,0.01,4.48,0.61,0.22,0.06
gelatina corazon wally  un.,6957342989095,POPI REVOLCON ACIDO/ CON POLVO,7702993053454,0.0,3.45,0.61,0.09,0.05
Popi quseo cheddar 85g,7441001020070,MAIZ CHINO DIANA 144 GS,748757000125,0.0,3.45,0.61,0.09,0.05
Popi quseo cheddar 85g,7441001020070,AVENA QUAKER MOSH 360GRS Z,803275305012,0.0,3.45,0.61,0.09,0.05
MARLBORO EXOTICO SPLASH,7441002811035,CIGARRO MARLBORO VISTA BLOSOM FUSION,7441002810991,0.0,3.45,0.61,0.09,0.05
SIX PACK IMPERIAL LIGHT LATA PEQ,764009009951,7UPP LIMA LIMON 3 L.,764009006028,0.0,2.7,0.61,0.12,0.04
PAN BIMBO INTEGRAL GRANDE 700GS,7441029500110,ATUN PRONTO TROC. 140 G.,731701014453,0.01,5.66,0.61,0.17,0.07
FRIJOLES MOLIDOS NEGROS SIN PICANTE SANTA CRUZ,796500003404,QUESO AMARILLO UNIDAD,3426,0.0,6.67,0.61,0.05,0.09
FRIJOLES MOLIDOS NEGROS SIN PICANTE SANTA CRUZ,796500003404,LECHE EVAPORADA IDEAL 360 GM,7506475107778,0.0,6.67,0.61,0.05,0.09
HALLS FRUTAS MIX,7622210427199,SUBMARINO MARIANELA VAINILLA 64 GS,74000654,0.0,2.7,0.61,0.12,0.04
SIX PACK IMPERIAL LIGHT LATA PEQ,764009009951,CAFE MOCHA 250 ML DP,7441001644832,0.0,2.7,0.61,0.12,0.04
VINAGRE CRUZ BLANCA 730ML,7441008260004,MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,0.0,14.29,0.61,0.02,0.19
SARDINA LA SIRENA TINAPA PIC 1,28571000694,FURY ENERGY500ML,815154022828,0.0,3.7,0.61,0.09,0.05
ACHIOTE PATITOS TAZA 90G,756958000301,PAPEL ALUMINIO ALUMINE 16 PIES,7441067604597,0.0,2.7,0.61,0.12,0.04
ACHIOTE PATITOS TAZA 90G,756958000301,GELATINA ROYAL FRAMBRUESA 80GR Z,7622300718985,0.0,2.7,0.61,0.12,0.04
TOMILLO,528,PAPEL ALUMINIO ALUMINE 16 PIES,7441067604597,0.01,2.7,0.61,0.24,0.04
TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,LECHE CORONADO  DESCREMADA 100%,7441013500065,0.0,2.22,0.61,0.15,0.03
coca cola sin azucar 250 ml,7441003502864,VELITAS 1X4,6,0.02,8.96,0.61,0.22,0.12
TAKIS FUEGO 190 GS,757528028947,LECHE CONDENSADA NESTLE 395G,7802950062809,0.0,7.69,0.61,0.04,0.1
ACHIOTE PATITOS TAZA 90G,756958000301,PIMIENTA NEGRA EN GRANO,7441094102394,0.0,2.7,0.61,0.12,0.04
BARQUILLO JACKS CHOCOLATE DE 65 GRAMOS,7441001000881,CAFE MOCHA 250 ML DP,7441001644832,0.0,2.7,0.61,0.12,0.04
CAFE 100 PURO QUETZAL,7441042800013,coca cola sin azucar 250 ml,7441003502864,0.03,16.67,0.61,0.16,0.22
ACHIOTE PATITOS TAZA 90G,756958000301,LIMPION,9071103040003,0.0,2.7,0.61,0.12,0.04
ACHIOTE PATITOS TAZA 90G,756958000301,CLORO IREX BOLSA 200ML,748928001159,0.0,2.7,0.61,0.12,0.04
ACHIOTE PATITOS TAZA 90G,756958000301,te melocoton 2.5 ml,7441001636851,0.0,2.7,0.61,0.12,0.04
SARDINA LA SIRENA TINAPA PIC 1,28571000694,CERVANTEÑA SNACKS 240gr,7448304282594,0.0,3.7,0.61,0.09,0.05
suavizante terso 400 ternura,7401001687154,DULCE TAPA GDE,7443008410014,0.0,7.14,0.61,0.05,0.09
ACEITE CLOVER GIRASOL 1/2 LTR,751963314450,ZIBAS PAPA CREMA ESPECIES 26 GS,750894611805,0.0,11.11,0.61,0.03,0.15
PASTA DENTAL COLGATE 100 ML.,7501035911031,BIG ROJA 3 litros,7445072006681,0.0,7.14,0.61,0.05,0.09
PALILLOY-ROSQUILLAS CHAVES,7441020016221,PASTA ORIGINAL 100 ML. Z,7501035911086,0.01,4.48,0.61,0.22,0.06
PALILLOY-ROSQUILLAS CHAVES,7441020016221,Leche pinito 1 Litro,7441001601118,0.02,8.96,0.61,0.22,0.12
SALSA NATURAS RANCHERA 370 GS,7411000314005,CREMA DULCE DOS PINOS 250GRS,7441001604508,0.0,6.67,0.61,0.05,0.09
QUESO AMARILLO UNIDAD,3426,OREGANO  MOLIDO,7441094102523,0.0,3.7,0.61,0.09,0.05
GALLETA SODA ESPECIEZ POZUELO,86581001278,GALLETA ARTESANAS MANTEQUILLA 100 GS,755111685218,0.0,3.7,0.61,0.09,0.05
GALLETA SODA ESPECIEZ POZUELO,86581001278,QUESO CREMA CORONADO 100 G.,15000725,0.0,3.7,0.61,0.09,0.05
Rumba japonen limón,7441000726904,REFRESCO HI-C TE /LIMON 330ML,7441001781223,0.0,6.67,0.61,0.05,0.09
Lula fresa botoneta,7441001645204,Rinso Multipoder 1 kg,7411000329658,0.0,2.22,0.61,0.15,0.03
CLAVO DE OLOR ENTERO,7441094102196,ATUN TESORA DEL MAR TICOPICA 140 GS,7441002649331,0.01,2.7,0.61,0.24,0.04
ACHIOTE PATITOS TAZA 90G,756958000301,Uva roja kilo,5501,0.0,2.7,0.61,0.12,0.04
ACHIOTE PATITOS TAZA 90G,756958000301,SALSA INGLESA BANQUETE 700 ML,735051006274,0.01,5.41,0.61,0.12,0.07
SALSA LIZANO DOY PACK 400ML,7411000345023,TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,0.01,11.11,0.61,0.06,0.15
MAIZ DULCE TOÑOS 185GRS,796500002056,ACEITE CLOVER 900 ML,751963311268,0.0,3.7,0.61,0.09,0.05
FRIJOLES MOLIDOS NEGROS SIN PICANTE SANTA CRUZ,796500003404,SALSA LIZANO PLASTICA 280ML,747627005116,0.0,6.67,0.61,0.05,0.09
REFRESCO FRESCA TORONJA 1.5 LI,7441003545724,APLICADORES .,8809058410135,0.0,3.45,0.61,0.09,0.05
TORTILLAS LA VICTORIA 500 GS.,7443003610471,MARSMELOS CRISMELOS 335G,760203004068,0.0,2.7,0.61,0.12,0.04
CLORO IREX BOLSA 200ML,748928001159,CURITAS CUREFAST,7453038406703,0.0,9.09,0.61,0.04,0.12
te melocoton 2.5 ml,7441001636851,TORTILLAS LA VICTORIA 500 GS.,7443003610471,0.0,9.09,0.61,0.04,0.12
CANTARIN LIMON 18gr,7441084900702,Bic Cola 1.75L,7445072007992,0.0,9.09,0.61,0.04,0.12
GALLETA SODA ESPECIEZ POZUELO,86581001278,PAN BIMBO LIGHT 580 GS,7441029500097,0.0,3.7,0.61,0.09,0.05
TOALLA HUMEDA FRANELITAS 80 UDS,7406233000108,REFRESCO FRESCA TORONJA 1.5 LI,7441003545724,0.0,7.14,0.61,0.05,0.09
Lula fresa botoneta,7441001645204,"avena corazon inst, linaza",803275305593,0.0,2.22,0.61,0.15,0.03
ALIMENTO SUPER PERRO ADULTO 1K RAZA PEQ.,7441007802519,MARGARI NUMAR SUAV TAZA 250G,751963120303,0.0,9.09,0.61,0.04,0.12
PILSEN LATA PEQ.,764009020314,Imperial Ultra lata peq,764009039439,0.0,2.22,0.61,0.15,0.03
Elotito limón,748757007414,ATUN SARDIMAR LOMO TROZOS 140G,7441002637765,0.0,3.23,0.61,0.1,0.04
SMIRNOFF RASPBERRY .,764009014764,TORTILLA TETE ROJA 500 GS,7441031600259,0.0,3.23,0.61,0.1,0.04
goma tubo frutas docile,7896451911575,GALLETA SODA ESPECIEZ POZUELO,86581001278,0.0,6.67,0.61,0.05,0.09
PAN  TOSTADO INTEGRAL 14 UDS BIMBO,7441029507041,ROMPOPE DELACTOMY CON NUECES CARAMELIZADAS 1L.,7441001648212,0.0,7.69,0.61,0.04,0.1
SODA GAMA 10  UDS,753081008525,CLOROX LOS CONEJOS 450ML,7441000313036,0.0,3.7,0.61,0.09,0.05
prom. arroz de 4 k. 99 + frijol negro,174410575032378,TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,0.0,11.11,0.61,0.03,0.15
CAFE 1820 MOLIDO 250GRS,7441006818276,FILTRO P COFFEE MAKER SR CAFFE,7441002413017,0.0,2.7,0.61,0.12,0.04
CAFE 1820 MOLIDO 250GRS,7441006818276,ARROZ MI SABOR 95% 1.8K Z,7441010637856,0.0,2.7,0.61,0.12,0.04
mani rumba japones bbq 70 gs,7441000726874,REFRESCO HI-C TE /LIMON 330ML,7441001781223,0.0,6.67,0.61,0.05,0.09
TABCIN EFER ADULTO,11418217003,BOLSA DE REGALO M,6811237527147,0.0,2.22,0.61,0.15,0.03
MUSLITO KIMBY EMPANIZADO A GRANEL,3738,BIZCOCHO PALMAREÑOS 30 GM.,7441155903014,0.0,3.45,0.61,0.09,0.05
JUGO DE MANZANA DOS PINOS 100% 250ML,7441001620010,DELIGURT ARANDANOS 200 ML.,7441001602047,0.0,7.69,0.61,0.04,0.1
ENVASE MUESTRA LABORATORIO,7420075200663,LACA  BURBUJA 30ML,7441014611081,0.0,2.22,0.61,0.15,0.03
GALLETA SODA ESPECIEZ POZUELO,86581001278,PERLA PARA QUEQUE,7441094102974,0.0,3.7,0.61,0.09,0.05
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,MECHAS LOCAS,7702174073264,0.0,3.45,0.61,0.09,0.05
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,MAYONESA LIZANO C/LIMON 100GRS,747627150038,0.0,3.45,0.61,0.09,0.05
AJO 3PACK FRUTA,7441029601442,Accesorios dama,133113,0.0,6.67,0.61,0.05,0.09
ENVASE MUESTRA LABORATORIO,7420075200663,MARGARINA NUMAR TASTE TAZA425G,751963120150,0.0,2.22,0.61,0.15,0.03
REFRESCO FRESCA TORONJA 1.5 LI,7441003545724,BOMBILLO SYLVANIA 50 WTS,7702048175537,0.0,3.45,0.61,0.09,0.05
QUESO CREMA CORONADO 100 G.,15000725,Accesorios dama,133113,0.0,6.67,0.61,0.05,0.09
chop suey 175 g vigui,14979112121,MAICENA A GRANEL 500 GS SUPER AMERICA 1,2721,0.0,14.29,0.61,0.02,0.19
SODA GAMA 10  UDS,753081008525,FRIJOLES MOLIDOS NEGROS SIN PICANTE SANTA CRUZ,796500003404,0.0,3.7,0.61,0.09,0.05
Lula fresa botoneta,7441001645204,MEZCLA LIO TE MELOCO 500G,856248000940,0.0,2.22,0.61,0.15,0.03
Lula arroz 118g,7441001645198,PASTILLA TERROR FLORAL 50 GS,748928001241,0.0,2.7,0.61,0.12,0.04
Lula fresa botoneta,7441001645204,ALASKA CONO,7441001604300,0.0,2.22,0.61,0.15,0.03
TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,ATUN SARDIMAR JALAPEÑO 140 GS,7441002649386,0.0,2.22,0.61,0.15,0.03
ACEITE CLOVER 900 ML,751963311268,SALSA LIZANO PLASTICA 280ML,747627005116,0.0,6.67,0.61,0.05,0.09
MELOCOTON MI SABOR 830G,7441010700307,POLLO ENTERO Z,348,0.01,2.99,0.61,0.22,0.04
frijol don pedro rojos 800 gr.,7441037918037,CAJA MARGARINA NUMAR 500G,751963110014,0.03,21.05,0.61,0.12,0.28
XEDEX FRUTOS 500gr,7411000364994,MUSLITO KIMBY EMPANIZADO A GRANEL,3738,0.0,7.14,0.61,0.05,0.09
TORTILLAS LA VICTORIA 500 GS.,7443003610471,ARROZ MR.MAXIMO 95% 4K+ACEITE 1/2 L,7441057503411,0.0,2.7,0.61,0.12,0.04
TORTILLAS LA VICTORIA 500 GS.,7443003610471,TRONADITAS CON LIMON Y SAL TOSTY 100 G.,7441000701673,0.0,2.7,0.61,0.12,0.04
HELADO ALASKA VAINILLA 1/4 G.,7441001610974,BARQUILLOS JACKS VETEADO,7441001000058,0.01,8.11,0.61,0.12,0.11
PAPAS TOSTADAS LA VICTORIA 500 GS.,7443003610488,salsa tomate 385 gs banquete,735051001576,0.0,3.7,0.61,0.09,0.05
CAFE 1820 MOLIDO 250GRS,7441006818276,VICK VAPORUD,7590002012475,0.0,2.7,0.61,0.12,0.04
PILSEN LATA PEQ.,764009020314,centavito diana 130 gs,748757004529,0.0,2.22,0.61,0.15,0.03
BOLSA BASURA GRANDE BAGGY,806246110042,cafe rey tradicional 240g.,748366200718,0.01,13.33,0.61,0.05,0.18
LECHE EVAPORADA IDEAL 360 GM,7506475107778,GELATINA DIET-X LAMINA/ PTE4,7441005611991,0.0,3.7,0.61,0.09,0.05
CARNE MOLIDA ECONOMICA LA GRANJA 250 GS,7441001640551,MANZANA ROJA GRANDE 88,552,0.0,11.11,0.61,0.03,0.15
BARRA GRANOLA SOFT&CHEWY 24gr,96619313952,MECHAS LOCAS,7702174073264,0.0,3.45,0.61,0.09,0.05
VASO FESTIVAL Nº9,7441005620443,PAPEL HIGIENICO ENCANTO 1 x 4 CLASICO,7416502201587,0.0,1.72,0.61,0.19,0.02
Frijol negro Don Pedro,7441037918044,ROMA SPAGUETTI 250G,731701001040,0.01,10.71,0.61,0.09,0.14
LACA  BURBUJA 30ML,7441014611081,TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,0.0,11.11,0.61,0.03,0.15
CLORO IREX BOLSA 200ML,748928001159,MARGARI NUMAR SUAV TAZA 250G,751963120303,0.0,9.09,0.61,0.04,0.12
CEREAL POFFLIS JACKS DE 25 G,7441001046285,BARRA CEREAL TRULULU,7702993056912,0.0,6.67,0.61,0.05,0.09
BRILLO FINO CONTRASTE 18G,757962020217,GELATINA DIET-X LAMINA/ PTE4,7441005611991,0.0,3.7,0.61,0.09,0.05
TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,MAIZ DULCE RICHLY 240GS,7441002428011,0.01,6.9,0.61,0.09,0.09
COLADO BANANO  DOYPACK 113G,748928010250,HALLS FRUTAS MIX,7622210427199,0.0,9.09,0.61,0.04,0.12
TABCIN EFER ADULTO,11418217003,PASTILLA TERROR BUQUET 50 GS,748928000190,0.0,2.22,0.61,0.15,0.03
TABCIN EFER ADULTO,11418217003,ALASKA CONO,7441001604300,0.0,2.22,0.61,0.15,0.03
TORTILLAS LA VICTORIA 500 GS.,7443003610471,NACHOS PAPICAR 250 GS,768965000014,0.0,2.7,0.61,0.12,0.04
HELADO ALASKA VAINILLA 1/4 G.,7441001610974,ESPONJA X3 CONSTRATE,757962046767,0.0,2.7,0.61,0.12,0.04
HELADO ALASKA VAINILLA 1/4 G.,7441001610974,PALILLO SALADO DEL VALLE,7443001260418,0.0,2.7,0.61,0.12,0.04
LECHE ENTERA UHT 3.5% -1 L,7441001601071,DULCE TAPA GDE,7443008410014,0.0,7.14,0.61,0.05,0.09
HALLS MIEL,7622201776459,panadol dia,7451079003615,0.0,3.7,0.61,0.09,0.05
CLAVO DE OLOR MOLIDO,7441094102202,LECHE PINITO POLVO PTE 400G,7441001612060,0.0,3.7,0.61,0.09,0.05
CLAVO DE OLOR MOLIDO,7441094102202,TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,0.01,11.11,0.61,0.09,0.15
VASO FESTIVAL Nº9,7441005620443,BEBIDA RED BULL GREEN 250 ML,9002490273255,0.0,1.72,0.61,0.19,0.02
BIG ROJA 3 litros,7445072006681,MAYONESA LIZANO C/LIMON 100GRS,747627150038,0.0,3.45,0.61,0.09,0.05
DOVE ORIGINAL 30ML,78931633,TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,0.0,11.11,0.61,0.03,0.15
FRIJOLES MOLIDOS NEGROS SIN PICANTE SANTA CRUZ,796500003404,LECHE CORONADO 1 L 2 % z,7441013599083,0.0,6.67,0.61,0.05,0.09
sal misal refinada 500 gs,7401044600103,deter. surf fuerza flores 750 g.,7411000364031,0.0,2.7,0.61,0.12,0.04
sal misal refinada 500 gs,7401044600103,BARRA ARROZ AZUCARADO,7441001002106,0.0,2.7,0.61,0.12,0.04
DETODITO 105 GS,721282404804,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.0,7.14,0.61,0.05,0.09
BADIA SAZON COMPLETA 49.6G,33844000998,CONSOME MAGGI COSTIL CRI LAM12,7613032343019,0.0,3.45,0.61,0.09,0.05
tang de fresa 13 g.,7622201393380,SOPA MAGGI COLA DE RES 76GRS,88169430586,0.0,9.09,0.61,0.04,0.12
RUMBA REDONDITAS 175GR,7441000710583,MARGARI NUMAR SUAV TAZA 250G,751963120303,0.01,9.09,0.61,0.07,0.12
CREMA COLGATE 22 ML,7509546039152,HELADO FRESCOLECHE 500 GS,7441001631191,0.0,9.09,0.61,0.04,0.12
TAKIS INTENSO NACHO 560 GS,7500810030332,SPLENDA  1X50 SOBRES,657,0.0,7.69,0.61,0.04,0.1
ZORRITONE MENTOL POWER BARRA,765446070757,TORTIRICA GRUESITAS 10 UND.,7441000706401,0.0,6.67,0.61,0.05,0.09
VICK VAPORUD,7590002012475,BIG COLA 2.6L,7445072006629,0.0,9.09,0.61,0.04,0.12
NATILLA DEL PRADO CON SAL 130 G,7441014704905,CHOCOLATE JOCKEY ARROZ 45 GS,7441001634949,0.0,2.22,0.61,0.15,0.03
NATILLA DEL PRADO CON SAL 130 G,7441014704905,Cabitos de Sabor clover,44442,0.0,2.22,0.61,0.15,0.03
VASO FESTIVAL Nº9,7441005620443,CUCHARA PLASTICA 100UNID EZSERV,7441010608634,0.01,3.45,0.61,0.19,0.05
VASO FESTIVAL Nº9,7441005620443,REFRESCO ZARZA MUG 3LITROS,764009006219,0.0,1.72,0.61,0.19,0.02
GALLETA ARTESANA MANTEQUILLA 300 GS,755111685225,ROMPOPE DELACTOMY CON NUECES CARAMELIZADAS 1L.,7441001648212,0.0,7.69,0.61,0.04,0.1
ORIX FLORAL 450G,748928006505,SALCHICHON CRIOLLO GNL  KIMBY,3418,0.0,9.09,0.61,0.04,0.12
VASO FESTIVAL Nº9,7441005620443,BOLSA ZESTA PEQUEÑA BLANC PTE9,806246110424,0.0,1.72,0.61,0.19,0.02
TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,PALITOS INTEGRALES COSECHA DORADA 40 GS,7443001141809,0.0,2.22,0.61,0.15,0.03
TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,MUSLITO DE POLLO LA GRANJA 4 UDS,7441001638640,0.0,2.22,0.61,0.15,0.03
TE MANZANILLA NATURAL BOLSA 25 UD,730345000020,caja de salma con chia y linaza,7441029520781,0.0,2.22,0.61,0.15,0.03
SAL SOLAR 500GS     Z,7441003600300,bokita clud extra original,7441163406637,0.01,5.66,0.61,0.17,0.07
SOPA POLLO FIDEOS BAJO EN SAL 50 GS,8445290630841,LECHE  SIN LACTOSA CORONADO 1 L,7441013501482,0.0,6.67,0.61,0.05,0.09
VICK VAPORUD,7590002012475,SOPA MAGGI COLA DE RES 76GRS,88169430586,0.0,9.09,0.61,0.04,0.12
BARRA GRANOLA SOFT&CHEWY 24gr,96619313952,BOLSA NAVIDEÑA PEQ,8564513836256,0.0,3.45,0.61,0.09,0.05
Manzana GOLDEN  VERDE,553,FRESAS EN BANDEJA,522,0.0,6.67,0.61,0.05,0.09
trident 5 s menta,7622201776664,chips fue 170 g.,125185,0.0,2.22,0.61,0.15,0.03
trident 5 s menta,7622201776664,leche doble proteina dp 360 g,7441001638589,0.0,2.22,0.61,0.15,0.03
MARGARI NUMAR SUAV TAZA 250G,751963120303,CHAN ESPECIES PARAISO,7441094102622,0.01,5.41,0.61,0.12,0.07
HEAD ROSADO,7590002008904,CURITAS CUREFAST,7453038406703,0.0,9.09,0.61,0.04,0.12
VASO FESTIVAL Nº9,7441005620443,TOSTY 12 PACKS SURTIDO,7441000721558,0.0,1.72,0.61,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,ZUCO PIÑA 13g,7503037746192,0.0,1.72,0.61,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,BIDON AGUA PURIFICADA VISTAS DEL CIELO,26,0.0,1.72,0.61,0.19,0.02
VASO FESTIVAL Nº9,7441005620443,VELA D/CUMPLEANO NUM 2 A3872 600/CJ x41,6936771273872,0.0,1.72,0.61,0.19,0.02
Pan Blanco 580g,7441029526301,TROPICAL MIXTO DE FRUTAS 2.5 L.,764009048677,0.01,7.14,0.61,0.14,0.09
PINITO BIENESTAR 300 GS,7441001632853,ATUN SARDIMAR LOMO TROCITOS 105GS,7441002600158,0.0,3.7,0.61,0.09,0.05
DETODITO 105 GS,721282404804,PAPA GAJO SAZONADA AJO/HIERBAS 400 GS,916,0.0,7.14,0.61,0.05,0.09
MTSATRI57 TRIDENT CHICLE 5S HIERBABUENA 8G 21PAQUETITOS/DISPL 32DISPL/C 70C/T DISPL,7622201776572,REFRESCO TROPICAL TE MELOCO250,764009452610,0.0,3.7,0.61,0.09,0.05
BIG ROJA 3 litros,7445072006681,NEVAX PAPEL HIGIENICO PRACTIMAS HOJA DOBLE 1UNID-,7441057266651,0.0,3.45,0.61,0.09,0.05
BIG ROJA 3 litros,7445072006681,FABULOSO LAVANDA 750 ML,99176132431,0.0,3.45,0.61,0.09,0.05
CHIS WIS CHILOSO PICANTE 60 GS,7441005714814,IMPERIAL LITRO,764009014412,0.0,20.0,0.61,0.02,0.26
VICK VAPORUD,7590002012475,SALCHICHON CRIOLLO GNL  KIMBY,3418,0.0,9.09,0.61,0.04,0.12
PAPEL HIGIENICO NEVAX MEGARROLLO,7501036624374,LECHE CONDENSADA NESTLE 395G,7802950062809,0.0,7.69,0.61,0.04,0.1
SALSA CHUNKY S CRUZ SUAVE 250 FL,796500000250,SOPA MAGGI COLA DE RES 76GRS,88169430586,0.0,9.09,0.61,0.04,0.12
SALSA CHUNKY S CRUZ SUAVE 250 FL,796500000250,TORTILLAS LA VICTORIA 500 GS.,7443003610471,0.0,9.09,0.61,0.04,0.12
CHAMPU FUSION DE OLE S DOVE 9 ML,68688970,GALLETA COCANAS PAQ8 UNIDADES,7441163401786,0.01,2.74,0.61,0.24,0.04
CLOROX LOS CONEJOS 450ML,7441000313036,QUESO AMARILLO UNIDAD,3426,0.0,6.67,0.61,0.05,0.09
CLOROX LOS CONEJOS 450ML,7441000313036,LECHE EVAPORADA IDEAL 360 GM,7506475107778,0.0,6.67,0.61,0.05,0.09
MARGARI NUMAR SUAV TAZA 250G,751963120303,NATILLA DEL PRADO CON SAL 400 G,7441014706299,0.0,2.7,0.61,0.12,0.04
CLOROX LOS CONEJOS 450ML,7441000313036,FRESAS EN BANDEJA,522,0.0,6.67,0.61,0.05,0.09
SODA GAMA 10  UDS,753081008525,HARINA FLORES 1KILO Z,7441010410084,0.0,3.7,0.61,0.09,0.05
CLOROX LOS CONEJOS 450ML,7441000313036,LECHE  SIN LACTOSA CORONADO 1 L,7441013501482,0.0,6.67,0.61,0.05,0.09
EMPANIZADOR KNORR CASERO/60G099176232001,7411000309629,PINITO BIENESTAR 300 GS,7441001632853,0.0,6.67,0.61,0.05,0.09
MARGARI NUMAR SUAV TAZA 250G,751963120303,LEV. FLESMAN 125 G,7502231541114,0.0,2.7,0.61,0.12,0.04
sal misal refinada 500 gs,7401044600103,Surf Fuerza citrica 400g,7411000347188,0.0,2.7,0.61,0.12,0.04
NUEZ MOSCADA MOLIDA,7441094102233,LECHE CONDENSADA NESTLE 395G,7802950062809,0.0,7.69,0.61,0.04,0.1
NUEZ MOSCADA MOLIDA,7441094102233,SPLENDA  1X50 SOBRES,657,0.0,7.69,0.61,0.04,0.1
